0096    298.596     41.925  05:36:45.21  +34:05:47.7    12.994    0.006    12.835    0.003    12.630    0.003    12.456    0.003    12.311    0.003    12.106    0.018    12.027    0.019    11.971    0.018    0.750    0.048    0.416    0.084   -3.329    0.061    0.80
0097    456.160    114.284  05:36:40.86  +34:07:47.4    13.151    0.008    12.926    0.003    12.693    0.003    12.506    0.004    12.358    0.003    12.153    9.990    12.094    0.047    12.066    9.990    0.791    0.037   -0.359    0.068   -3.436    0.050    0.93
0098   1445.842    -12.746  05:36:49.01  +34:20:16.6    15.276    0.023    14.102    0.006    12.737    0.004    11.989    0.006    11.251    0.006    10.176    0.024     9.496    0.024     9.346    0.021    0.745    0.041    8.840    0.087  -13.998    0.065    0.00
0099    341.605    347.532  05:36:26.59  +34:06:21.7    13.375    0.007    13.097    0.004    12.740    0.006    12.521    0.008    12.286    0.008    11.867    0.018    11.722    0.019    11.682    0.019   -1.681    0.383    0.389    0.656   -4.511    0.467    0.26
0100   -472.720    184.088  05:36:36.25  +33:56:04.0    13.348    0.007    13.308    0.003    12.753    0.004    12.380    0.008    12.095    0.004    11.592    0.018    11.318    0.020    11.289    0.018    1.821    0.051   -9.295    0.086  -14.763    0.060    0.00
0101   -401.827    -45.198  05:36:50.24  +33:56:56.6    15.147    0.021    14.091    0.006    12.762    0.005    12.008    0.009    11.366    0.006    10.262    0.016     9.673    0.018     9.509    0.017    0.512    0.048    0.335    0.075   -4.363    0.058    0.01
0102    922.035    260.732  05:36:32.09  +34:13:41.0    12.939    0.005    12.972    0.005    12.786    0.005    12.572    0.005    12.437    0.003    12.294    0.018    12.238    0.020    12.216    0.020    0.817    0.048    0.297    0.083   -2.048    0.063    0.00
0103   -102.488   -168.354  05:36:57.87  +34:00:42.7    15.386    0.020    14.115    0.005    12.790    0.006    12.053    0.012    11.427    0.005    10.361    0.016     9.714    0.018     9.597    0.015    0.741    0.049    6.227    0.072   -6.530    0.055    0.00
0104    482.263    301.259  05:36:29.46  +34:08:08.0    13.111    0.005    13.018    0.002    12.799    0.004    12.634    0.005    12.496    0.005    12.247    0.018    12.219    0.019    12.127    0.018    0.805    0.036    0.111    0.065   -3.369    0.047    0.94
0105   -516.663    124.266  05:36:39.88  +33:55:30.4    13.496    0.007    13.449    0.003    12.829    0.005    12.433    0.010    12.097    0.005    11.543    0.028    11.249    0.036    11.201    0.035    1.720    0.048    3.612    0.076   -7.852    0.057    0.00
0106    508.743    383.680  05:36:24.44  +34:08:28.4    13.165    0.005    13.071    0.003    12.832    0.003    12.653    0.005    12.487    0.005    12.189    0.018    12.088    0.019    12.044    0.018    0.935    0.035   -0.422    0.080   -3.165    0.063    0.89
0107    623.489   1004.792  05:35:46.56  +34:09:57.7    13.558    0.010    13.422    0.005    12.840    0.005    12.501    0.006    12.042    0.006    11.405    0.018    11.250    0.018    11.108    0.017    0.480    0.046    1.444    0.078   -3.419    0.061    0.00
0108    -19.232    883.586  05:35:53.78  +34:01:50.3    13.513    0.008    13.264    0.004    12.868    0.003    12.652    0.006    12.401    0.006    12.007    0.019    11.855    0.018    11.821    0.018    0.832    0.039   -0.321    0.083   -3.373    0.059    0.93
0109    400.623    435.284  05:36:21.25  +34:07:06.8    13.320    0.004    13.177    0.004    12.910    0.003    12.768    0.007    12.601    0.005    12.273    0.018    12.177    0.020    12.131    0.019    0.968    0.040    0.132    0.073   -3.345    0.057    0.93
0110    355.633    234.251  05:36:33.50  +34:06:31.8    14.073    0.007    13.712    0.003    12.927    0.005    12.460    0.004    12.050    0.005    11.483    0.018    11.107    0.019    11.047    0.018    2.795    0.036    6.719    0.064  -45.684    0.046    0.00
0111   1318.743    507.819  05:36:17.13  +34:18:42.6    13.358    0.008    13.165    0.004    12.944    0.006    12.831    0.005    12.676    0.012    12.391    0.021    12.340    0.023    12.322    0.026    0.805    0.043    0.143    0.076   -2.341    0.058    0.01
0112    321.654    -27.899  05:36:49.48  +34:06:04.8    14.984    0.007    14.146    0.003    12.954    0.004    12.276    0.003    11.667    0.003    10.675    0.016    10.072    0.018     9.926    0.015   -0.191    0.180   -4.175    0.285   -5.769    0.219    0.00
0113    291.642    -32.487  05:36:49.75  +34:05:42.0    13.624    0.008    13.575    0.003    12.975    0.004    12.600    0.003    12.282    0.003    11.731    0.018    11.446    0.018    11.420    0.018    1.291    0.086    0.560    0.133   -0.847    0.104    0.00
0114   1071.708    728.248  05:36:03.57  +34:15:36.3    13.523    0.003    13.250    0.013    12.987    0.008    12.862    0.000    12.642    0.009    12.353    0.019    12.270    0.021    12.194    0.021    0.822    0.032   -0.119    0.054   -2.189    0.041    0.00
